Sensor ID,Date,battery,temp
1,2024-01-24 06:17:01,2.85,20.88
1,2024-01-24 06:18:31,2.85,20.88
1,2024-01-24 06:20:01,2.85,20.88
1,2024-01-24 06:21:31,2.85,20.88
1,2024-01-24 06:23:01,2.85,20.88
1,2024-01-24 06:24:31,2.85,20.88
1,2024-01-24 06:26:01,2.85,20.88
1,2024-01-24 06:28:31,2.85,20.88
1,2024-01-24 06:30:01,2.85,20.88
1,2024-01-24 06:31:31,2.85,20.88
1,2024-01-24 06:33:01,2.85,20.88
1,2024-01-24 06:34:31,2.85,20.88
1,2024-01-24 06:36:01,2.85,20.88
1,2024-01-24 06:37:31,2.85,20.88
1,2024-01-24 06:39:01,2.85,20.88
1,2024-01-24 06:40:31,2.85,20.88
1,2024-01-24 06:42:01,2.85,20.88
1,2024-01-24 06:43:31,2.85,20.88
1,2024-01-24 06:45:01,2.85,20.88
1,2024-01-24 06:46:31,2.85,20.88
1,2024-01-24 06:48:01,2.85,20.88
1,2024-01-24 06:49:31,2.85,20.88
1,2024-01-24 06:51:01,2.85,20.88
1,2024-01-24 06:52:31,2.85,20.88
1,2024-01-24 06:54:01,2.85,20.88
1,2024-01-24 06:55:31,2.85,20.88
1,2024-01-24 06:58:01,2.85,20.88
1,2024-01-24 06:59:31,2.85,20.88
1,2024-01-24 07:01:01,2.85,20.88
1,2024-01-24 07:02:31,2.85,20.88
1,2024-01-24 07:04:01,2.85,20.88
1,2024-01-24 07:05:31,2.85,20.88
1,2024-01-24 07:07:01,2.85,20.88
1,2024-01-24 07:08:31,2.85,20.88
1,2024-01-24 07:10:01,2.85,20.88
1,2024-01-24 07:11:31,2.85,20.88
1,2024-01-24 07:13:01,2.85,20.88
1,2024-01-24 07:14:31,2.85,20.88
1,2024-01-24 07:16:01,2.85,20.88
1,2024-01-24 07:17:31,2.85,20.88
1,2024-01-24 07:19:01,2.85,20.88
1,2024-01-24 07:20:31,2.85,20.88
1,2024-01-24 07:22:01,2.85,20.88
1,2024-01-24 07:23:31,2.85,20.88
1,2024-01-24 07:25:01,2.85,20.88
1,2024-01-24 07:27:31,2.85,20.88
1,2024-01-24 07:29:01,2.85,20.88
1,2024-01-24 07:30:31,2.85,20.88
1,2024-01-24 07:32:01,2.85,20.88
1,2024-01-24 07:33:31,2.85,20.88
1,2024-01-24 07:35:01,2.85,20.88
1,2024-01-24 07:36:31,2.85,20.88
1,2024-01-24 07:38:01,2.85,20.88
1,2024-01-24 07:39:31,2.85,20.88
1,2024-01-24 07:41:01,2.85,20.88
1,2024-01-24 07:42:31,2.85,20.88
1,2024-01-24 07:44:01,2.85,20.88
1,2024-01-24 07:45:31,2.85,20.88
1,2024-01-24 07:47:01,2.85,20.88
1,2024-01-24 07:48:31,2.85,20.88
1,2024-01-24 07:50:01,2.85,20.88
1,2024-01-24 07:51:31,2.85,20.88
1,2024-01-24 07:53:01,2.85,20.88
1,2024-01-24 07:54:31,2.85,20.88
1,2024-01-24 07:57:01,2.85,21.12
1,2024-01-24 07:58:31,2.85,21.12
1,2024-01-24 08:00:01,2.85,21.12
1,2024-01-24 08:01:31,2.85,21.12
1,2024-01-24 08:03:01,2.85,21.35
1,2024-01-24 08:04:31,2.85,21.35
1,2024-01-24 08:06:01,2.85,21.35
1,2024-01-24 08:07:31,2.85,21.35
1,2024-01-24 08:09:01,2.85,21.59
1,2024-01-24 08:10:31,2.85,21.59
1,2024-01-24 08:12:01,2.85,21.59
1,2024-01-24 08:13:31,2.85,21.59
1,2024-01-24 08:15:01,2.85,21.82
1,2024-01-24 08:16:31,2.85,21.82
1,2024-01-24 08:18:01,2.85,21.82
1,2024-01-24 08:19:31,2.85,21.82
1,2024-01-24 08:21:01,2.85,21.82
1,2024-01-24 08:22:31,2.85,21.82
1,2024-01-24 08:24:01,2.85,22.06
1,2024-01-24 08:26:31,2.85,22.06
1,2024-01-24 08:28:01,2.85,22.06
1,2024-01-24 08:29:31,2.85,22.06
1,2024-01-24 08:31:01,2.85,22.29
1,2024-01-24 08:32:31,2.85,22.06
1,2024-01-24 08:34:01,2.85,22.29
1,2024-01-24 08:35:31,2.85,22.29
1,2024-01-24 08:37:01,2.85,22.29
1,2024-01-24 08:38:31,2.85,22.29
1,2024-01-24 08:40:01,2.85,22.29
1,2024-01-24 08:41:31,2.85,22.29
1,2024-01-24 08:43:01,2.85,22.29
1,2024-01-24 08:44:31,2.85,22.29
1,2024-01-24 08:46:01,2.85,22.29
1,2024-01-24 08:47:31,2.85,22.29
1,2024-01-24 08:49:01,2.85,22.29
1,2024-01-24 08:50:31,2.85,22.29
1,2024-01-24 08:52:01,2.85,22.29
1,2024-01-24 08:53:31,2.85,22.29
1,2024-01-24 08:56:01,2.85,22.29
1,2024-01-24 08:57:31,2.85,22.29
1,2024-01-24 08:59:01,2.85,22.29
1,2024-01-24 09:00:31,2.85,22.29
1,2024-01-24 09:02:01,2.85,22.29
1,2024-01-24 09:03:31,2.85,22.53
1,2024-01-24 09:05:01,2.85,22.53
1,2024-01-24 09:06:31,2.85,22.29
1,2024-01-24 09:08:01,2.85,22.53
1,2024-01-24 09:09:31,2.85,22.53
1,2024-01-24 09:11:01,2.85,22.29
1,2024-01-24 09:12:31,2.85,22.53
1,2024-01-24 09:14:01,2.85,22.53
1,2024-01-24 09:15:31,2.85,22.53
1,2024-01-24 09:17:01,2.85,22.53
1,2024-01-24 09:18:31,2.85,22.53
1,2024-01-24 09:20:01,2.85,22.53
1,2024-01-24 09:21:31,2.85,22.53
1,2024-01-24 09:23:01,2.85,22.53
1,2024-01-24 09:25:31,2.85,22.53
1,2024-01-24 09:27:01,2.85,22.53
1,2024-01-24 09:28:31,2.85,22.53
1,2024-01-24 09:30:01,2.85,22.53
1,2024-01-24 09:31:31,2.85,22.53
1,2024-01-24 09:33:01,2.85,22.76
1,2024-01-24 09:34:31,2.85,22.53
1,2024-01-24 09:36:01,2.85,22.76
1,2024-01-24 09:37:31,2.85,22.76
1,2024-01-24 09:39:01,2.85,22.53
1,2024-01-24 09:40:31,2.85,22.53
1,2024-01-24 09:42:01,2.85,22.76
1,2024-01-24 09:43:31,2.85,22.76
1,2024-01-24 09:45:01,2.85,22.76
1,2024-01-24 09:46:31,2.85,22.76
1,2024-01-24 09:48:01,2.85,22.76
1,2024-01-24 09:49:31,2.85,22.76
1,2024-01-24 09:51:01,2.85,22.76
1,2024-01-24 09:52:31,2.85,22.76
1,2024-01-24 09:55:01,2.85,22.76
1,2024-01-24 09:56:31,2.85,22.76
1,2024-01-24 09:58:01,2.85,22.76
1,2024-01-24 09:59:31,2.85,22.76
1,2024-01-24 10:01:01,2.85,22.76
1,2024-01-24 10:02:31,2.85,22.76
1,2024-01-24 10:04:01,2.85,22.76
1,2024-01-24 10:05:31,2.85,22.76
1,2024-01-24 10:07:01,2.85,22.76
1,2024-01-24 10:08:31,2.85,22.76
1,2024-01-24 10:10:01,2.85,22.76
1,2024-01-24 10:11:31,2.85,22.76
1,2024-01-24 10:13:01,2.85,22.76
1,2024-01-24 10:14:31,2.84,22.76
1,2024-01-24 10:16:01,2.85,22.76
1,2024-01-24 10:17:31,2.85,22.76
1,2024-01-24 10:19:01,2.85,22.76
1,2024-01-24 10:20:31,2.85,22.76
1,2024-01-24 10:22:01,2.85,22.76
1,2024-01-24 10:24:31,2.85,22.76
1,2024-01-24 10:26:01,2.85,22.76
1,2024-01-24 10:27:31,2.85,22.76
1,2024-01-24 10:29:01,2.85,22.76
1,2024-01-24 10:30:31,2.85,22.76
1,2024-01-24 10:32:01,2.85,22.76
1,2024-01-24 10:33:31,2.85,22.76
1,2024-01-24 10:35:01,2.85,22.76
1,2024-01-24 10:36:31,2.85,22.76
1,2024-01-24 10:38:01,2.85,22.76
1,2024-01-24 10:39:31,2.85,22.76
1,2024-01-24 10:41:01,2.85,22.76
1,2024-01-24 10:42:31,2.85,22.76
1,2024-01-24 10:44:01,2.85,22.76
1,2024-01-24 10:45:31,2.85,22.76
1,2024-01-24 10:47:01,2.85,22.76
1,2024-01-24 10:48:31,2.85,22.76
1,2024-01-24 10:50:01,2.85,23
1,2024-01-24 10:51:31,2.85,22.76
1,2024-01-24 10:54:01,2.85,23
1,2024-01-24 10:55:31,2.85,23
1,2024-01-24 10:57:01,2.85,23
1,2024-01-24 10:58:31,2.85,22.76
1,2024-01-24 11:00:01,2.85,23
1,2024-01-24 11:01:31,2.85,23
1,2024-01-24 11:03:01,2.85,22.76
1,2024-01-24 11:04:30,2.84,23
1,2024-01-24 11:06:00,2.85,23
1,2024-01-24 11:07:30,2.85,23
1,2024-01-24 11:09:00,2.85,23
1,2024-01-24 11:10:30,2.85,23
1,2024-01-24 11:12:00,2.85,23
1,2024-01-24 11:13:30,2.85,23
1,2024-01-24 11:15:00,2.85,23
1,2024-01-24 11:16:30,2.85,23
1,2024-01-24 11:18:00,2.85,23
1,2024-01-24 11:19:30,2.85,23
1,2024-01-24 11:21:00,2.85,23
1,2024-01-24 11:23:30,2.85,23
1,2024-01-24 11:25:00,2.85,23
1,2024-01-24 11:26:30,2.85,23
1,2024-01-24 11:28:00,2.85,23
1,2024-01-24 11:29:30,2.85,23
1,2024-01-24 11:31:00,2.85,23
1,2024-01-24 11:32:30,2.85,23
1,2024-01-24 11:34:00,2.85,23
1,2024-01-24 11:35:30,2.85,22.76
1,2024-01-24 11:37:00,2.85,22.76
1,2024-01-24 11:38:30,2.85,22.76
1,2024-01-24 11:40:00,2.85,22.76
1,2024-01-24 11:41:30,2.85,22.76
1,2024-01-24 11:43:00,2.85,22.53
1,2024-01-24 11:44:30,2.85,22.53
1,2024-01-24 11:46:00,2.85,22.53
1,2024-01-24 11:47:30,2.85,22.29
1,2024-01-24 11:49:00,2.85,22.29
1,2024-01-24 11:50:30,2.85,22.06
1,2024-01-24 11:53:00,2.85,21.82
1,2024-01-24 11:54:30,2.85,21.82
1,2024-01-24 11:56:00,2.85,21.82
1,2024-01-24 11:57:30,2.85,21.59
1,2024-01-24 11:59:00,2.85,21.59
1,2024-01-24 12:00:30,2.85,21.35
1,2024-01-24 12:02:00,2.85,21.35
1,2024-01-24 12:03:30,2.85,21.35
1,2024-01-24 12:05:00,2.85,21.12
1,2024-01-24 12:06:30,2.85,21.12
1,2024-01-24 12:08:00,2.85,20.88
1,2024-01-24 12:09:30,2.85,20.88
1,2024-01-24 12:11:00,2.85,20.88
1,2024-01-24 12:12:30,2.85,20.65
1,2024-01-24 12:14:00,2.85,20.41
1,2024-01-24 12:15:30,2.85,20.41
1,2024-01-24 12:17:00,2.85,20.41
1,2024-01-24 12:18:30,2.85,20.41
1,2024-01-24 12:20:00,2.85,20.41
1,2024-01-24 12:22:30,2.85,20.18
1,2024-01-24 12:24:00,2.85,20.18
1,2024-01-24 12:25:30,2.85,20.18
1,2024-01-24 12:27:00,2.85,20.18
1,2024-01-24 12:28:30,2.85,20.41
1,2024-01-24 12:30:00,2.85,20.41
1,2024-01-24 12:31:30,2.85,20.18
1,2024-01-24 12:33:00,2.85,19.94
1,2024-01-24 12:34:30,2.85,19.71
1,2024-01-24 12:36:00,2.85,19.24
1,2024-01-24 12:37:30,2.85,18.53
1,2024-01-24 12:39:00,2.85,18.06
1,2024-01-24 12:40:30,2.85,17.59
1,2024-01-24 12:42:00,2.85,17.12
1,2024-01-24 12:43:30,2.85,16.41
1,2024-01-24 12:45:00,2.85,16.18
1,2024-01-24 12:46:30,2.85,15.71
1,2024-01-24 12:48:24,2.83,
1,2024-01-24 12:50:54,2.85,15
1,2024-01-24 12:52:24,2.85,14.76
1,2024-01-24 12:53:54,2.85,14.53
1,2024-01-24 12:55:24,2.85,14.29
1,2024-01-24 12:56:54,2.85,14.06
1,2024-01-24 12:58:24,2.85,13.59
1,2024-01-24 12:59:54,2.85,13.35
1,2024-01-24 13:01:24,2.85,13.12
1,2024-01-24 13:02:54,2.83,12.88
1,2024-01-24 13:05:00,2.85,12.88
1,2024-01-24 13:05:54,2.85,12.41
1,2024-01-24 13:07:24,2.85,11.71
1,2024-01-24 13:08:54,2.85,11
1,2024-01-24 13:10:24,2.85,10.29
1,2024-01-24 13:11:55,2.85,9.59
1,2024-01-24 13:13:24,2.85,9.12
1,2024-01-24 13:14:54,2.85,8.65
1,2024-01-24 13:16:24,2.85,8.18
1,2024-01-24 13:17:53,2.85,7.71
1,2024-01-24 13:19:24,2.85,7
1,2024-01-24 13:21:39,2.85,6.53
1,2024-01-24 13:23:09,2.85,6.29
1,2024-01-24 13:24:39,2.85,5.82
1,2024-01-24 13:26:09,2.85,5.59
1,2024-01-24 13:27:39,2.85,5.35
1,2024-01-24 13:29:09,2.85,5.12
1,2024-01-24 13:30:39,2.85,5.12
1,2024-01-24 13:32:25,2.85,4.88
1,2024-01-24 13:33:39,2.85,4.65
1,2024-01-24 13:35:09,2.85,4.41
1,2024-01-24 13:36:39,2.85,4.41
1,2024-01-24 13:38:09,2.85,4.18
1,2024-01-24 13:39:39,2.85,4.18
1,2024-01-24 13:41:09,2.85,3.94
1,2024-01-24 13:42:39,2.85,3.71
1,2024-01-24 13:44:09,2.85,3.71
1,2024-01-24 13:45:39,2.85,3.71
1,2024-01-24 13:47:09,2.85,3.71
1,2024-01-24 13:48:39,2.85,3.47
1,2024-01-24 13:50:09,2.85,3.24
1,2024-01-24 13:51:39,2.85,3.24
1,2024-01-24 13:53:09,2.85,3.24
1,2024-01-24 13:54:39,2.85,3.24
1,2024-01-24 13:56:09,2.85,3
1,2024-01-24 13:57:39,2.85,3
1,2024-01-24 13:59:09,2.85,3
1,2024-01-24 14:00:39,2.85,3
1,2024-01-24 14:02:09,2.85,3
1,2024-01-24 14:03:39,2.85,3
1,2024-01-24 14:05:09,2.85,3
1,2024-01-24 14:06:39,2.85,3
1,2024-01-24 14:08:09,2.85,3
1,2024-01-24 14:09:39,2.85,2.76
1,2024-01-24 14:11:09,2.85,2.76
1,2024-01-24 14:12:39,2.85,2.76
1,2024-01-24 14:14:09,2.85,2.76
1,2024-01-24 14:15:39,2.85,2.76
1,2024-01-24 14:17:09,2.85,2.53
1,2024-01-24 14:18:39,2.85,2.76
1,2024-01-24 14:20:09,2.85,2.53
1,2024-01-24 14:21:39,2.85,2.53
1,2024-01-24 14:23:09,2.85,2.53
1,2024-01-24 14:24:39,2.85,2.53
1,2024-01-24 14:26:09,2.85,2.53
1,2024-01-24 14:27:39,2.85,2.53
1,2024-01-24 14:29:09,2.85,2.53
1,2024-01-24 14:30:39,2.85,2.53
1,2024-01-24 14:32:09,2.85,2.53
1,2024-01-24 14:33:39,2.85,2.53
1,2024-01-24 14:35:09,2.85,2.53
1,2024-01-24 14:36:39,2.85,2.53
1,2024-01-24 14:38:09,2.85,2.53
1,2024-01-24 14:39:39,2.84,2.53
1,2024-01-24 14:41:09,2.85,2.53
1,2024-01-24 14:42:39,2.84,2.53
1,2024-01-24 14:44:09,2.84,2.53
1,2024-01-24 14:45:39,2.84,2.29
1,2024-01-24 14:47:09,2.84,2.53
1,2024-01-24 14:48:39,2.84,2.53
1,2024-01-24 14:50:09,2.84,2.53
1,2024-01-24 14:51:39,2.84,2.53
1,2024-01-24 14:53:09,2.84,2.29
1,2024-01-24 14:54:39,2.84,2.29
1,2024-01-24 14:56:09,2.84,2.29
1,2024-01-24 14:57:39,2.84,2.29
1,2024-01-24 14:59:09,2.84,2.29
1,2024-01-24 15:00:39,2.84,2.53
1,2024-01-24 15:02:09,2.84,2.53
1,2024-01-24 15:03:39,2.84,2.29
1,2024-01-24 15:05:09,2.84,2.29
1,2024-01-24 15:06:39,2.84,2.29
1,2024-01-24 15:08:09,2.84,2.29
1,2024-01-24 15:09:39,2.83,2.29
1,2024-01-24 15:11:09,2.84,2.29
1,2024-01-24 15:12:39,2.84,2.29
1,2024-01-24 15:14:09,2.84,2.29
1,2024-01-24 15:15:39,2.84,2.29
1,2024-01-24 15:17:09,2.84,2.29
1,2024-01-24 15:18:39,2.84,2.29
1,2024-01-24 15:20:09,2.84,2.29
1,2024-01-24 15:21:39,2.84,2.29
1,2024-01-24 15:23:09,2.84,2.29
1,2024-01-24 15:24:39,2.84,2.29
1,2024-01-24 15:26:09,2.84,2.29
1,2024-01-24 15:27:39,2.84,2.29
1,2024-01-24 15:29:09,2.84,2.29
1,2024-01-24 15:30:39,2.84,2.29
1,2024-01-24 15:32:09,2.84,2.29
1,2024-01-24 15:33:39,2.84,2.29
1,2024-01-24 15:35:09,2.84,2.29
1,2024-01-24 15:36:39,2.84,2.29
1,2024-01-24 15:38:09,2.84,2.29
1,2024-01-24 15:39:39,2.84,2.29
1,2024-01-24 15:41:09,2.84,2.29
1,2024-01-24 15:42:39,2.84,2.29
1,2024-01-24 15:44:09,2.84,2.29
1,2024-01-24 15:45:39,2.83,2.29
1,2024-01-24 15:47:09,2.84,2.29
1,2024-01-24 15:48:39,2.84,2.29
1,2024-01-24 15:50:09,2.84,2.29
1,2024-01-24 15:51:39,2.84,2.29
1,2024-01-24 15:53:09,2.84,2.29
1,2024-01-24 15:54:39,2.84,2.29
1,2024-01-24 15:56:09,2.84,2.29
1,2024-01-24 15:57:39,2.84,2.29
1,2024-01-24 15:59:09,2.84,2.29
1,2024-01-24 16:00:39,2.84,2.29
1,2024-01-24 16:02:09,2.84,2.29
1,2024-01-24 16:03:39,2.84,2.29
1,2024-01-24 16:05:09,2.84,2.06
1,2024-01-24 16:06:39,2.84,2.29
1,2024-01-24 16:08:09,2.84,2.29
1,2024-01-24 16:09:39,2.84,2.06
1,2024-01-24 16:11:09,2.84,2.06
1,2024-01-24 16:12:39,2.84,2.06
1,2024-01-24 16:14:09,2.84,2.06
1,2024-01-24 16:15:39,2.84,2.06
1,2024-01-24 16:17:09,2.84,2.06
1,2024-01-24 16:18:39,2.84,2.06
1,2024-01-24 16:20:09,2.84,2.06
1,2024-01-24 16:21:39,2.84,2.06
1,2024-01-24 16:23:09,2.84,2.06
1,2024-01-24 16:24:39,2.84,2.06
1,2024-01-24 16:26:09,2.84,2.06
1,2024-01-24 16:27:39,2.84,2.06
1,2024-01-24 16:29:09,2.83,2.06
1,2024-01-24 16:30:39,2.84,2.06
1,2024-01-24 16:32:09,2.84,2.06
1,2024-01-24 16:33:39,2.84,2.06
1,2024-01-24 16:35:09,2.83,2.06
1,2024-01-24 16:36:39,2.83,2.06
1,2024-01-24 16:38:09,2.83,1.82
1,2024-01-24 16:39:39,2.83,2.06
1,2024-01-24 16:41:09,2.84,2.06
1,2024-01-24 16:42:39,2.84,1.82
1,2024-01-24 16:44:09,2.83,1.82
1,2024-01-24 16:45:39,2.83,2.06
1,2024-01-24 16:47:09,2.83,1.82
1,2024-01-24 16:48:39,2.83,1.82
1,2024-01-24 16:50:09,2.83,1.82
1,2024-01-24 16:51:39,2.83,1.82
1,2024-01-24 16:53:09,2.83,1.82
1,2024-01-24 16:54:39,2.83,1.82
1,2024-01-24 16:56:09,2.83,1.82
1,2024-01-24 16:57:39,2.83,1.82
1,2024-01-24 16:59:09,2.83,1.82
1,2024-01-24 17:00:39,2.83,1.82
1,2024-01-24 17:02:09,2.83,1.82
1,2024-01-24 17:03:39,2.83,1.82
1,2024-01-24 17:05:09,2.83,1.82
1,2024-01-24 17:06:39,2.83,1.82
1,2024-01-24 17:08:09,2.83,1.82
1,2024-01-24 17:09:39,2.83,1.82
1,2024-01-24 17:11:09,2.83,1.82
1,2024-01-24 17:12:39,2.83,1.82
1,2024-01-24 17:14:09,2.83,1.82
1,2024-01-24 17:15:39,2.83,1.82
1,2024-01-24 17:17:09,2.83,1.82
1,2024-01-24 17:18:39,2.83,1.82
1,2024-01-24 17:20:09,2.83,1.82
1,2024-01-24 17:21:39,2.83,1.82
1,2024-01-24 17:23:09,2.83,1.82
1,2024-01-24 17:24:39,2.83,1.82
1,2024-01-24 17:26:09,2.83,1.82
1,2024-01-24 17:27:39,2.83,1.82
1,2024-01-24 17:29:09,2.83,1.82
1,2024-01-24 17:30:39,2.83,1.82
1,2024-01-24 17:32:09,2.83,1.82
1,2024-01-24 17:33:39,2.83,1.82
1,2024-01-24 17:35:09,2.83,1.82
1,2024-01-24 17:36:39,2.83,1.82
1,2024-01-24 17:38:09,2.83,1.82
1,2024-01-24 17:39:39,2.83,1.82
1,2024-01-24 17:41:09,2.83,1.82
1,2024-01-24 17:42:39,2.83,2.06
1,2024-01-24 17:44:09,2.83,1.82
1,2024-01-24 17:45:39,2.83,1.82
1,2024-01-24 17:47:09,2.83,2.06
1,2024-01-24 17:48:39,2.83,2.06
1,2024-01-24 17:50:09,2.83,2.06
1,2024-01-24 17:51:39,2.81,2.06
1,2024-01-24 17:53:09,2.83,2.06
1,2024-01-24 17:54:39,2.83,2.06
1,2024-01-24 17:56:09,2.83,2.06
1,2024-01-24 17:57:39,2.83,2.06
1,2024-01-24 17:59:09,2.83,2.06
1,2024-01-24 18:00:39,2.83,2.06
1,2024-01-24 18:02:09,2.83,2.06
1,2024-01-24 18:03:39,2.81,2.06
1,2024-01-24 18:05:09,2.83,2.06
1,2024-01-24 18:06:39,2.83,2.06
1,2024-01-24 18:08:09,2.83,2.06
1,2024-01-24 18:09:39,2.81,2.06
1,2024-01-24 18:11:09,2.83,2.06
1,2024-01-24 18:12:39,2.83,2.06
1,2024-01-24 18:14:09,2.83,2.29
1,2024-01-24 18:15:39,2.83,2.06
1,2024-01-24 18:17:09,2.83,2.06
1,2024-01-24 18:18:39,2.83,2.29
1,2024-01-24 18:20:09,2.83,2.06
1,2024-01-24 18:21:39,2.83,2.06
1,2024-01-24 18:23:09,2.83,2.29
1,2024-01-24 18:24:39,2.83,2.29
1,2024-01-24 18:26:09,2.83,2.29
1,2024-01-24 18:27:39,2.83,2.06
1,2024-01-24 18:29:09,2.83,2.06
1,2024-01-24 18:30:39,2.83,2.06
1,2024-01-24 18:32:09,2.83,2.29
1,2024-01-24 18:33:39,2.83,2.29
1,2024-01-24 18:35:09,2.83,2.06
1,2024-01-24 18:36:39,2.83,2.29
1,2024-01-24 18:38:09,2.83,2.29
1,2024-01-24 18:39:39,2.83,2.29
1,2024-01-24 18:41:09,2.83,2.29
1,2024-01-24 18:42:39,2.83,2.29
1,2024-01-24 18:44:09,2.83,2.06
1,2024-01-24 18:45:39,2.83,2.29
1,2024-01-24 18:47:09,2.83,2.29
1,2024-01-24 18:48:39,2.83,2.29
1,2024-01-24 18:50:09,2.83,2.29
1,2024-01-24 18:51:39,2.83,2.29
1,2024-01-24 18:53:09,2.83,2.29
1,2024-01-24 18:54:39,2.83,2.29
1,2024-01-24 18:56:09,2.83,2.29
1,2024-01-24 18:57:39,2.83,2.29
1,2024-01-24 18:59:09,2.83,2.29
1,2024-01-24 19:00:39,2.82,2.29
1,2024-01-24 19:02:09,2.83,2.29
1,2024-01-24 19:03:39,2.82,2.29
1,2024-01-24 19:05:09,2.83,2.29
1,2024-01-24 19:06:39,2.83,2.29
1,2024-01-24 19:08:09,2.82,2.29
1,2024-01-24 19:09:39,2.83,2.29
1,2024-01-24 19:11:09,2.82,2.29
1,2024-01-24 19:12:39,2.83,2.29
1,2024-01-24 19:14:09,2.83,2.29
1,2024-01-24 19:15:39,2.82,2.29
1,2024-01-24 19:17:09,2.82,2.29
1,2024-01-24 19:18:39,2.82,2.29
1,2024-01-24 19:20:09,2.82,2.29
1,2024-01-24 19:21:39,2.82,2.29
1,2024-01-24 19:23:09,2.82,2.29
1,2024-01-24 19:24:39,2.83,2.29
1,2024-01-24 19:26:09,2.82,2.29
1,2024-01-24 19:27:39,2.82,2.29
1,2024-01-24 19:29:09,2.82,2.29
1,2024-01-24 19:30:39,2.82,2.29
1,2024-01-24 19:32:09,2.83,2.29
1,2024-01-24 19:33:39,2.83,2.29
1,2024-01-24 19:35:09,2.82,2.29
1,2024-01-24 19:36:39,2.82,2.29
1,2024-01-24 19:38:09,2.82,2.29
1,2024-01-24 19:39:39,2.82,2.29
1,2024-01-24 19:41:09,2.82,2.29
1,2024-01-24 19:42:39,2.82,2.29
1,2024-01-24 19:44:09,2.82,2.29
1,2024-01-24 19:45:39,2.82,2.29
1,2024-01-24 19:47:09,2.82,2.29
1,2024-01-24 19:48:39,2.82,2.29
1,2024-01-24 19:50:09,2.82,2.29
1,2024-01-24 19:51:39,2.82,2.29
1,2024-01-24 19:53:09,2.82,2.29
1,2024-01-24 19:54:39,2.82,2.29
1,2024-01-24 19:56:09,2.82,2.29
1,2024-01-24 19:57:39,2.82,2.29
1,2024-01-24 19:59:09,2.82,2.29
1,2024-01-24 20:00:39,2.83,2.29
1,2024-01-24 20:02:09,2.82,2.29
1,2024-01-24 20:03:39,2.82,2.29
1,2024-01-24 20:05:09,2.82,2.29
1,2024-01-24 20:06:39,2.82,2.29
1,2024-01-24 20:08:09,2.82,2.29
1,2024-01-24 20:09:39,2.82,2.29
1,2024-01-24 20:11:09,2.82,2.29
1,2024-01-24 20:12:39,2.82,2.29
1,2024-01-24 20:14:09,2.82,2.29
1,2024-01-24 20:15:39,2.82,2.29
1,2024-01-24 20:17:09,2.82,2.29
1,2024-01-24 20:18:38,2.82,2.29
1,2024-01-24 20:20:09,2.82,2.29
1,2024-01-24 20:22:24,2.82,2.29
1,2024-01-24 20:23:54,2.8,2.29
1,2024-01-24 20:25:24,2.82,2.29
1,2024-01-24 20:26:54,2.82,2.29
1,2024-01-24 20:28:24,2.82,2.29
1,2024-01-24 20:29:54,2.82,2.29
1,2024-01-24 20:31:24,2.82,2.29
1,2024-01-24 20:32:54,2.82,2.29
1,2024-01-24 20:34:24,2.82,2.29
1,2024-01-24 20:35:54,2.82,2.29
1,2024-01-24 20:37:24,2.82,2.29
